"primaryName","startYear","weightedRating","fileName"
"Sergey A.","2005",8.23873873873874,"Sergey_A."
"Sergey A.","2006",9.7,"Sergey_A."
"Sergey A.","2009",8.62536443148688,"Sergey_A."
"Sergey A.","2012",8.5,"Sergey_A."
"Sergey A.","2013",7.80454545454545,"Sergey_A."
"Sergey A.","2014",8.13217455621302,"Sergey_A."
"Sergey A.","2015",8.24241610738255,"Sergey_A."
"Sergey A.","2016",8.55078318219291,"Sergey_A."
"Sergey A.","2017",8.29663865546219,"Sergey_A."
"Sergey A.","2018",8.29448275862069,"Sergey_A."
"Sergey A.","2019",8.6288490284006,"Sergey_A."
"Sergey A.","2020",8.99188811188811,"Sergey_A."
"Sergey A.","2021",8.73684210526316,"Sergey_A."
